GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Dinwiddie, Colonial Heights + Petersburg, VA*",3,Per capita personal income (dollars) 2/,33925,33765,34217,36086,36656,36642,36848,38158,38252,39201,40352
"Fairfax, Fairfax City + Falls Church, VA*",1,Personal income (thousands of dollars),73434280,70157341,74063852,79950649,83884084,81931368,86175634,89703010,90673370,92981699,98116827
"Fairfax, Fairfax City + Falls Church, VA*",2,Population (persons) 1/,1077509,1099347,1121176,1138530,1156496,1168622,1173342,1177440,1180846,1185534,1190141
"Fairfax, Fairfax City + Falls Church, VA*",3,Per capita personal income (dollars) 2/,68152,63817,66059,70223,72533,70109,73445,76185,76787,78430,82441
"Frederick + Winchester, VA*",1,Personal income (thousands of dollars),3986298,3898143,4054964,4310936,4545816,4551891,4783540,5081390,5313150,5605878,5916516
"Frederick + Winchester, VA*",2,Population (persons) 1/,102064,103513,104714,106180,107253,108819,110124,110983,112430,114709,116463
"Frederick + Winchester, VA*",3,Per capita personal income (dollars) 2/,39057,37658,38724,40600,42384,41830,43438,45785,47257,48870,50802
"Greensville + Emporia, VA*",1,Personal income (thousands of dollars),469474,465540,459137,477877,473296,476296,487487,500157,510556,540411,542479
"Greensville + Emporia, VA*",2,Population (persons) 1/,18026,18137,18154,17838,17556,17376,17160,17338,16947,17008,16748
"Greensville + Emporia, VA*",3,Per capita personal income (dollars) 2/,26044,25668,25291,26790,26959,27411,28408,28847,30127,31774,32391
"Henry + Martinsville, VA*",1,Personal income (thousands of dollars),2048397,2005818,2070980,2120856,2194645,2185580,2262822,2359709,2381606,2417354,2513794
"Henry + Martinsville, VA*",2,Population (persons) 1/,69113,68414,67892,67135,66594,66159,65547,65189,64631,64219,63855
"Henry + Martinsville, VA*",3,Per capita personal income (dollars) 2/,29638,29319,30504,31591,32956,33035,34522,36198,36849,37642,39367
"James City + Williamsburg, VA*",1,Personal income (thousands of dollars),4153137,4040510,4195064,4469163,4701378,4748758,4999086,5306182,5471433,5662169,6016740
"James City + Williamsburg, VA*",2,Population (persons) 1/,77732,79805,81384,82395,83925,85217,86643,87603,88818,90348,91293
"James City + Williamsburg, VA*",3,Per capita personal income (dollars) 2/,53429,50630,51547,54241,56019,55725,57698,60571,61603,62671,65906
"Montgomery + Radford, VA*",1,Personal income (thousands of dollars),3069254,3130779,3098890,3259065,3419328,3481458,3699749,3919556,4010118,4176221,4430040
"Montgomery + Radford, VA*",2,Population (persons) 1/,109028,110133,110989,111536,112358,113710,114507,114689,115674,115942,117324
"Montgomery + Radford, VA*",3,Per capita personal income (dollars) 2/,28151,28427,27921,29220,30432,30617,32310,34176,34667,36020,37759
"Pittsylvania + Danville, VA*",1,Personal income (thousands of dollars),3007551,3036049,3092807,3211248,3297456,3368432,3501751,3648301,3679683,3784408,3912942
"Pittsylvania + Danville, VA*",2,Population (persons) 1/,107237,106882,106513,105902,105605,105191,104645,103937,103351,102363,101642
"Pittsylvania + Danville, VA*",3,Per capita personal income (dollars) 2/,28046,28406,29037,30323,31224,32022,33463,35101,35604,36970,38497
"Prince George + Hopewell, VA*",1,Personal income (thousands of dollars),1852398,1828972,1883798,1962909,2032897,2051276,2102799,2172141,2193169,2277436,2353062
"Prince George + Hopewell, VA*",2,Population (persons) 1/,57635,58283,58286,59211,59433,59494,59520,60440,60425,60449,60678
"Prince George + Hopewell, VA*",3,Per capita personal income (dollars) 2/,32140,31381,32320,33151,34205,34479,35329,35939,36296,37675,38779
"Prince William, Manassas + Manassas Park, VA*",1,Personal income (thousands of dollars),19579487,20231713,21493837,22871770,23598964,23658239,24587457,25621570,26426685,27420200,28845521
"Prince William, Manassas + Manassas Park, VA*",2,Population (persons) 1/,422378,439288,458850,473263,485373,494844,501030,508816,514601,521738,526959
"Prince William, Manassas + Manassas Park, VA*",3,Per capita personal income (dollars) 2/,46355,46056,46843,48328,48620,47809,49074,50355,51354,52555,54740
"Roanoke + Salem, VA*",1,Personal income (thousands of dollars),4915187,4847436,4915680,5079141,5425504,5316620,5513328,5838528,5861444,5986082,6254966
"Roanoke + Salem, VA*",2,Population (persons) 1/,116377,116899,117290,117821,117898,118615,118798,118763,118809,119425,119716
"Roanoke + Salem, VA*",3,Per capita personal income (dollars) 2/,42235,41467,41910,43109,46019,44822,46409,49161,49335,50124,52248
"Rockbridge, Buena Vista + Lexington, VA*",1,Personal income (thousands of dollars),1147014,1124840,1141899,1193458,1241463,1238800,1313884,1359623,1357330,1409566,1456549
"Rockbridge, Buena Vista + Lexington, VA*",2,Population (persons) 1/,35990,35952,36001,36119,36137,36125,36104,36031,35827,36004,36125
"Rockbridge, Buena Vista + Lexington, VA*",3,Per capita personal income (dollars) 2/,31870,31287,31719,33042,34354,34292,36392,37735,37886,39150,40320
"Rockingham + Harrisonburg, VA*",1,Personal income (thousands of dollars),3710142,3655641,3842746,4058109,4263250,4332197,4593811,4832732,4885998,5163276,5373366
"Rockingham + Harrisonburg, VA*",2,Population (persons) 1/,122361,124144,125398,126782,128451,128972,130443,131208,133024,134220,135277
"Rockingham + Harrisonburg, VA*",3,Per capita personal income (dollars) 2/,30321,29447,30644,32009,33190,33590,35217,36833,36730,38469,39721
"Southampton + Franklin, VA*",1,Personal income (thousands of dollars),838946,835282,822311,884550,946243,949213,963382,985656,1001049,1068337,1084903
"Southampton + Franklin, VA*",2,Population (persons) 1/,27244,27096,27218,27081,26989,26870,26620,26455,26205,25868,25599
"Southampton + Franklin, VA*",3,Per capita personal income (dollars) 2/,30794,30827,30212,32663,35060,35326,36190,37258,38201,41300,42381
"Spotsylvania + Fredericksburg, VA*",1,Personal income (thousands of dollars),5810062,5910881,6121441,6478637,6755422,6779515,7035651,7338379,7580878,7865677,8298207
"Spotsylvania + Fredericksburg, VA*",2,Population (persons) 1/,143472,144813,147325,150266,152984,155204,157058,157998,159650,161318,163382
"Spotsylvania + Fredericksburg, VA*",3,Per capita personal income (dollars) 2/,40496,40817,41551,43114,44158,43681,44797,46446,47484,48759,50790
"Washington + Bristol, VA*",1,Personal income (thousands of dollars),2663865,2527619,2522802,2723292,2936934,2792664,2713900,2701878,2615563,2790624,2899980
"Washington + Bristol, VA*",2,Population (persons) 1/,72106,72564,72733,72518,72788,72168,71803,71378,71114,71065,70884
"Washington + Bristol, VA*",3,Per capita personal income (dollars) 2/,36944,34833,34686,37553,40349,38697,37796,37853,36780,39269,40912
"Wise + Norton, VA*",1,Personal income (thousands of dollars),1247261,1295216,1391079,1436341,1389287,1322265,1334350,1350018,1312806,1342539,1384856
"Wise + Norton, VA*",2,Population (persons) 1/,45350,45357,45598,45549,45043,44775,44044,43572,42973,42503,41980
"Wise + Norton, VA*",3,Per capita personal income (dollars) 2/,27503,28556,30507,31534,30844,29531,30296,30984,30550,31587,32988
"York + Poquoson, VA*",1,Personal income (thousands of dollars),3682660,3626944,3743807,3875164,3983237,4014347,4216349,4339310,4398149,4519462,4731142
"York + Poquoson, VA*",2,Population (persons) 1/,77047,77350,77413,77852,77981,78120,78576,79842,79755,79921,80036
"York + Poquoson, VA*",3,Per capita personal income (dollars) 2/,47798,46890,48361,49776,51080,51387,53660,54349,55146,56549,59113
"Adams, WI",1,Personal income (thousands of dollars),584801,598661,610990,648050,673302,678672,693410,726768,733844,761745,788205
"Adams, WI",2,Population (persons) 1/,21101,20930,20882,20771,20419,20412,20129,20025,19971,19891,20348
"Adams, WI",3,Per capita personal income (dollars) 2/,27714,28603,29259,31200,32974,33249,34448,36293,36745,38296,38736
"Ashland, WI",1,Personal income (thousands of dollars),475235,490212,497819,520375,543414,552543,566639,582307,587886,605646,641260
"Ashland, WI",2,Population (persons) 1/,16145,16128,16143,16025,15839,15971,15998,15809,15638,15513,15600
"Ashland, WI",3,Per capita personal income (dollars) 2/,29435,30395,30838,32473,34309,34597,35419,36834,37593,39041,41106
"Barron, WI",1,Personal income (thousands of dollars),1574317,1623597,1638378,1762037,1926636,1851564,1947220,2030065,2016718,2110140,2232506
"Barron, WI",2,Population (persons) 1/,46009,45876,45810,45877,45767,45570,45343,45357,45233,45164,45164
"Barron, WI",3,Per capita personal income (dollars) 2/,34218,35391,35765,38408,42097,40631,42944,44757,44585,46722,49431
"Bayfield, WI",1,Personal income (thousands of dollars),515179,538432,540004,559513,603367,597308,620807,635370,650882,688005,730170
"Bayfield, WI",2,Population (persons) 1/,15160,14981,15005,15063,15061,15117,14975,14980,14931,15033,15042
"Bayfield, WI",3,Per capita personal income (dollars) 2/,33983,35941,35988,37145,40062,39512,41456,42415,43593,45766,48542
"Brown, WI",1,Personal income (thousands of dollars),9795778,9633582,10022148,10579308,11266415,11370381,11880464,12359402,12577960,13170353,13911922
"Brown, WI",2,Population (persons) 1/,244016,246476,248484,250471,252686,254237,256245,257899,259546,261863,263378
"Brown, WI",3,Per capita personal income (dollars) 2/,40144,39085,40333,42238,44587,44724,46364,47923,48461,50295,52821
"Buffalo, WI",1,Personal income (thousands of dollars),489232,483139,490763,514817,533105,520729,537627,563100,549197,566110,587419
"Buffalo, WI",2,Population (persons) 1/,13734,13618,13550,13438,13342,13364,13230,13241,13132,13107,13125
"Buffalo, WI",3,Per capita personal income (dollars) 2/,35622,35478,36219,38311,39957,38965,40637,42527,41821,43191,44756
"Burnett, WI",1,Personal income (thousands of dollars),469841,472899,502495,530082,545703,555949,570565,600585,605787,632316,657325
"Burnett, WI",2,Population (persons) 1/,15696,15609,15430,15462,15337,15268,15230,15138,15219,15313,15392
"Burnett, WI",3,Per capita personal income (dollars) 2/,29934,30297,32566,34283,35581,36413,37463,39674,39805,41293,42706
"Calumet, WI",1,Personal income (thousands of dollars),1748846,1782986,1829267,1985110,2045938,2075755,2205648,2255589,2321364,2451620,2546873
"Calumet, WI",2,Population (persons) 1/,48014,48457,49031,49607,49640,49637,49472,49812,49600,49994,50159
"Calumet, WI",3,Per capita personal income (dollars) 2/,36424,36795,37308,40017,41216,41819,44584,45282,46802,49038,50776
"Chippewa, WI",1,Personal income (thousands of dollars),2128165,2090067,2206087,2370742,2493943,2492395,2617541,2661777,2677851,2812418,2960619
"Chippewa, WI",2,Population (persons) 1/,61524,61997,62640,62943,63048,63086,63334,63416,63526,63762,64135
"Chippewa, WI",3,Per capita personal income (dollars) 2/,34591,33712,35219,37665,39556,39508,41329,41973,42154,44108,46162
"Clark, WI",1,Personal income (thousands of dollars),953956,944149,1004892,1094081,1171461,1188709,1291842,1294102,1290888,1361654,1396281
"Clark, WI",2,Population (persons) 1/,34644,34589,34683,34680,34440,34535,34354,34349,34475,34569,34709
"Clark, WI",3,Per capita personal income (dollars) 2/,27536,27296,28974,31548,34015,34420,37604,37675,37444,39389,40228
"Columbia, WI",1,Personal income (thousands of dollars),2174199,2109419,2175266,2366729,2430927,2508235,2579881,2613469,2679678,2795231,2933688
"Columbia, WI",2,Population (persons) 1/,56362,56469,56849,56696,56464,56570,56638,56672,56865,57236,57358
"Columbia, WI",3,Per capita personal income (dollars) 2/,38576,37355,38264,41744,43053,44339,45550,46116,47124,48837,51147
"Crawford, WI",1,Personal income (thousands of dollars),481489,486002,517146,548102,562509,585250,613509,625702,636995,653695,675826
"Crawford, WI",2,Population (persons) 1/,16808,16692,16633,16678,16516,16391,16347,16328,16250,16223,16291
"Crawford, WI",3,Per capita personal income (dollars) 2/,28646,29116,31092,32864,34058,35706,37530,38321,39200,40294,41485
"Dane, WI",1,Personal income (thousands of dollars),21632239,21301546,21892670,23552741,24765076,25692411,26928697,28728769,29954302,31413225,33248816
"Dane, WI",2,Population (persons) 1/,477791,484979,489200,495948,502891,509792,516338,522847,530885,536780,542364
"Dane, WI",3,Per capita personal income (dollars) 2/,45276,43923,44752,47490,49245,50398,52153,54947,56423,58522,61304
"Dodge, WI",1,Personal income (thousands of dollars),3085924,3053233,3124063,3269362,3409535,3438342,3593500,3623495,3626699,3756417,3935426
"Dodge, WI",2,Population (persons) 1/,89239,88677,88738,88389,88181,87941,88090,87827,87364,87750,87847
"Dodge, WI",3,Per capita personal income (dollars) 2/,34580,34431,35205,36988,38665,39098,40794,41257,41513,42808,44799
"Door, WI",1,Personal income (thousands of dollars),1180830,1163332,1198230,1256100,1344489,1367249,1440261,1529408,1588539,1656524,1744351
"Door, WI",2,Population (persons) 1/,28023,27919,27750,27764,27534,27606,27466,27307,27331,27480,27610
"Door, WI",3,Per capita personal income (dollars) 2/,42138,41668,43179,45242,48830,49527,52438,56008,58122,60281,63178
"Douglas, WI",1,Personal income (thousands of dollars),1407044,1407373,1464367,1512721,1545028,1569586,1633151,1704758,1709739,1767750,1858131
"Douglas, WI",2,Population (persons) 1/,43830,43998,44134,43953,43748,43755,43641,43483,43351,43327,43208
"Douglas, WI",3,Per capita personal income (dollars) 2/,32102,31987,33180,34417,35317,35872,37422,39205,39439,40800,43004
"Dunn, WI",1,Personal income (thousands of dollars),1326775,1311450,1373977,1483674,1574538,1584951,1619762,1625996,1638428,1708198,1802908
"Dunn, WI",2,Population (persons) 1/,43382,43570,43887,43796,43804,44048,44076,44249,44337,44699,45131
"Dunn, WI",3,Per capita personal income (dollars) 2/,30584,30100,31307,33877,35945,35982,36749,36747,36954,38216,39948
"Eau Claire, WI",1,Personal income (thousands of dollars),3524351,3682001,3792123,3962240,4118833,4160715,4363845,4470832,4505295,4753676,5042772
"Eau Claire, WI",2,Population (persons) 1/,97176,98274,99014,99925,100829,101732,101688,102119,102941,103674,104534
"Eau Claire, WI",3,Per capita personal income (dollars) 2/,36268,37467,38299,39652,40850,40899,42914,43781,43766,45852,48240
"Florence, WI",1,Personal income (thousands of dollars),150859,156146,170189,188282,189347,199563,212025,233374,224661,221650,234827
"Florence, WI",2,Population (persons) 1/,4564,4494,4398,4382,4367,4384,4345,4346,4323,4356,4321
"Florence, WI",3,Per capita personal income (dollars) 2/,33054,34745,38697,42967,43359,45521,48797,53699,51969,50884,54346
"Fond du Lac, WI",1,Personal income (thousands of dollars),3722226,3603965,3743813,3897726,4077064,4076356,4307331,4464175,4532170,4729842,4960128
"Fond du Lac, WI",2,Population (persons) 1/,101122,101370,101581,101811,101785,101792,101986,101951,102201,102371,103066
"Fond du Lac, WI",3,Per capita personal income (dollars) 2/,36809,35553,36855,38284,40056,40046,42235,43787,44346,46203,48126
"Forest, WI",1,Personal income (thousands of dollars),251837,262087,279415,287523,303531,311862,326086,339106,344122,355284,373280
"Forest, WI",2,Population (persons) 1/,9620,9396,9296,9245,9157,9089,9102,9005,9022,8970,8991
"Forest, WI",3,Per capita personal income (dollars) 2/,26178,27893,30058,31100,33147,34312,35826,37658,38143,39608,41517
"Grant, WI",1,Personal income (thousands of dollars),1572682,1595081,1715867,1828697,1915713,1951671,2013311,2070843,2070797,2155034,2232787
"Grant, WI",2,Population (persons) 1/,50834,50916,51233,51172,50867,50992,51681,52085,52014,51806,51554
"Grant, WI",3,Per capita personal income (dollars) 2/,30938,31328,33491,35736,37661,38274,38957,39759,39812,41598,43310
"Green, WI",1,Personal income (thousands of dollars),1456894,1396658,1419766,1532493,1610274,1607141,1682988,1728016,1758869,1806944,1884355
"Green, WI",2,Population (persons) 1/,36598,36672,36861,36852,36759,36932,36856,36918,36770,36847,36929
"Green, WI",3,Per capita personal income (dollars) 2/,39808,38085,38517,41585,43806,43516,45664,46807,47834,49039,51026
"Green Lake, WI",1,Personal income (thousands of dollars),694080,655524,687101,746728,793105,764447,806865,824204,808626,824544,873107
"Green Lake, WI",2,Population (persons) 1/,19102,19056,19022,19060,19003,18887,18759,18712,18613,18785,18918
"Green Lake, WI",3,Per capita personal income (dollars) 2/,36335,34400,36121,39178,41736,40475,43012,44047,43444,43894,46152
"Iowa, WI",1,Personal income (thousands of dollars),825946,818187,853620,914319,956382,977010,1020388,1051091,1051635,1095847,1142733
"Iowa, WI",2,Population (persons) 1/,23701,23595,23693,23582,23579,23559,23585,23591,23438,23714,23771
"Iowa, WI",3,Per capita personal income (dollars) 2/,34849,34676,36028,38772,40561,41471,43264,44555,44869,46211,48073
"Iron, WI",1,Personal income (thousands of dollars),191821,207305,213418,222754,235576,239771,248336,256417,265359,276470,292148
"Iron, WI",2,Population (persons) 1/,6101,5966,5924,5958,5888,5829,5859,5719,5650,5672,5676
"Iron, WI",3,Per capita personal income (dollars) 2/,31441,34748,36026,37387,40010,41134,42385,44836,46966,48743,51471
"Jackson, WI",1,Personal income (thousands of dollars),713809,695263,726525,757947,807451,796782,833677,849046,847004,898325,952797
"Jackson, WI",2,Population (persons) 1/,20348,20372,20464,20519,20491,20558,20577,20521,20480,20474,20478
"Jackson, WI",3,Per capita personal income (dollars) 2/,35080,34128,35503,36939,39405,38758,40515,41374,41358,43876,46528
"Jefferson, WI",1,Personal income (thousands of dollars),2962111,2906205,2983614,3109032,3219895,3235385,3357377,3519545,3587776,3737276,3936413
"Jefferson, WI",2,Population (persons) 1/,83140,83480,83719,83830,84351,84605,84369,84503,84485,84775,85129
"Jefferson, WI",3,Per capita personal income (dollars) 2/,35628,34813,35638,37087,38173,38241,39794,41650,42466,44085,46241
"Juneau, WI",1,Personal income (thousands of dollars),801507,790899,817208,860074,898606,867650,886031,922985,925531,965906,1008735
"Juneau, WI",2,Population (persons) 1/,26825,26728,26673,26699,26769,26567,26338,26314,26348,26479,26617
"Juneau, WI",3,Per capita personal income (dollars) 2/,29879,29591,30638,32214,33569,32659,33641,35076,35127,36478,37898
"Kenosha, WI",1,Personal income (thousands of dollars),5862470,5780904,5888104,6127401,6351028,6457203,6742871,7079518,7261026,7531239,7935299
"Kenosha, WI",2,Population (persons) 1/,164636,165502,166625,166824,167220,167311,167856,167967,167954,168582,169290
"Kenosha, WI",3,Per capita personal income (dollars) 2/,35609,34930,35337,36730,37980,38594,40171,42148,43232,44674,46874
"Kewaunee, WI",1,Personal income (thousands of dollars),722918,697128,748177,813971,836111,843407,892911,904571,891586,921230,941631
"Kewaunee, WI",2,Population (persons) 1/,20636,20555,20557,20552,20499,20364,20336,20317,20367,20397,20383
"Kewaunee, WI",3,Per capita personal income (dollars) 2/,35032,33915,36395,39605,40788,41417,43908,44523,43776,45165,46197
"La Crosse, WI",1,Personal income (thousands of dollars),4198535,4270739,4342142,4610938,4877812,4832129,5144338,5312757,5431219,5647876,5924208
"La Crosse, WI",2,Population (persons) 1/,112761,114021,114875,115223,116541,116885,117446,117726,117733,118116,118230
"La Crosse, WI",3,Per capita personal income (dollars) 2/,37234,37456,37799,40018,41855,41341,43802,45128,46132,47816,50107
"Lafayette, WI",1,Personal income (thousands of dollars),542870,539629,588597,654859,640549,728513,702229,710896,691617,700663,717289
"Lafayette, WI",2,Population (persons) 1/,16768,16851,16810,16864,16801,16670,16778,16792,16750,16689,16665
"Lafayette, WI",3,Per capita personal income (dollars) 2/,32375,32024,35015,38832,38126,43702,41854,42335,41291,41984,43042
"Langlade, WI",1,Personal income (thousands of dollars),643173,647295,659352,688307,723392,726604,748692,781466,773944,806464,832825
"Langlade, WI",2,Population (persons) 1/,20248,20086,19964,19791,19620,19410,19252,19043,19079,19171,19268
"Langlade, WI",3,Per capita personal income (dollars) 2/,31765,32226,33027,34779,36870,37435,38889,41037,40565,42067,43223
"Lincoln, WI",1,Personal income (thousands of dollars),1009390,1020776,1003124,1039110,1066579,1068504,1102250,1147959,1181258,1216881,1267217
"Lincoln, WI",2,Population (persons) 1/,29094,28833,28777,28500,28499,28301,28104,27858,27821,27766,27689
"Lincoln, WI",3,Per capita personal income (dollars) 2/,34694,35403,34859,36460,37425,37755,39220,41208,42459,43826,45766
"Manitowoc, WI",1,Personal income (thousands of dollars),3049051,3063883,3112170,3249699,3338800,3274310,3441412,3543518,3542173,3654175,3769889
"Manitowoc, WI",2,Population (persons) 1/,81698,81600,81329,81029,80723,80492,79959,79495,79365,79140,79074
"Manitowoc, WI",3,Per capita personal income (dollars) 2/,37321,37548,38266,40105,41361,40679,43040,44575,44631,46174,47675
"Marathon, WI",1,Personal income (thousands of dollars),4955798,4972347,5006096,5305938,5590236,5622234,5918872,6098682,6270888,6495117,6786424
"Marathon, WI",2,Population (persons) 1/,133036,133793,134049,134323,134363,134880,135131,135289,135057,135415,135428
"Marathon, WI",3,Per capita personal income (dollars) 2/,37252,37164,37345,39501,41605,41683,43801,45079,46431,47965,50111
"Marinette, WI",1,Personal income (thousands of dollars),1355982,1333041,1405632,1467071,1543689,1561763,1601008,1643608,1646412,1700806,1779669
"Marinette, WI",2,Population (persons) 1/,42019,41792,41662,41408,41347,41287,41047,40653,40259,40290,40434
"Marinette, WI",3,Per capita personal income (dollars) 2/,32271,31897,33739,35430,37335,37827,39004,40430,40896,42214,44014
"Marquette, WI",1,Personal income (thousands of dollars),460814,462202,483367,513052,520484,538242,548119,569198,579665,603747,635598
"Marquette, WI",2,Population (persons) 1/,15485,15405,15379,15368,15243,15180,15071,15118,15129,15283,15434
"Marquette, WI",3,Per capita personal income (dollars) 2/,29759,30003,31430,33384,34146,35457,36369,37650,38315,39504,41182
"Menominee, WI*",1,Personal income (thousands of dollars),94484,104395,108167,110904,116036,120798,122795,134035,131384,134949,141466
"Menominee, WI*",2,Population (persons) 1/,4214,4191,4269,4370,4361,4381,4504,4525,4559,4643,4658
"Menominee, WI*",3,Per capita personal income (dollars) 2/,22421,24909,25338,25378,26608,27573,27264,29621,28819,29065,30371
"Milwaukee, WI",1,Personal income (thousands of dollars),35257957,35049640,35776970,37568920,39413180,38994026,40371667,41639116,41763657,43098050,45123754
"Milwaukee, WI",2,Population (persons) 1/,934752,942668,948301,951263,954606,957513,958546,958654,955057,950588,948201
"Milwaukee, WI",3,Per capita personal income (dollars) 2/,37719,37181,37727,39494,41287,40724,42118,43435,43729,45338,47589
"Monroe, WI",1,Personal income (thousands of dollars),1341353,1364090,1443108,1511685,1559558,1570196,1641723,1708936,1734631,1834456,1923960
"Monroe, WI",2,Population (persons) 1/,44157,44437,44813,45046,45003,45125,45158,45306,45376,45617,46051
"Monroe, WI",3,Per capita personal income (dollars) 2/,30377,30697,32203,33559,34655,34797,36355,37720,38228,40214,41779
"Oconto, WI",1,Personal income (thousands of dollars),1258374,1247014,1308127,1402423,1434376,1478723,1521434,1573919,1616553,1661817,1725395
"Oconto, WI",2,Population (persons) 1/,37816,37655,37717,37571,37417,37368,37463,37478,37481,37526,37830
"Oconto, WI",3,Per capita personal income (dollars) 2/,33276,33117,34683,37327,38335,39572,40612,41996,43130,44284,45609
"Oneida, WI",1,Personal income (thousands of dollars),1364279,1345951,1378416,1440336,1514102,1516701,1579756,1629782,1642603,1740009,1834315
"Oneida, WI",2,Population (persons) 1/,36500,36175,35948,35783,35669,35550,35323,35308,35339,35287,35470
"Oneida, WI",3,Per capita personal income (dollars) 2/,37378,37207,38345,40252,42449,42664,44723,46159,46481,49310,51715
"Outagamie, WI",1,Personal income (thousands of dollars),6833742,6641515,6840650,7275297,7615319,7729288,8141338,8529220,8864501,9184113,9598668
"Outagamie, WI",2,Population (persons) 1/,174388,176175,176913,177914,179003,180336,182170,183417,184755,186064,187365
"Outagamie, WI",3,Per capita personal income (dollars) 2/,39187,37698,38667,40892,42543,42860,44691,46502,47980,49360,51230
"Ozaukee, WI",1,Personal income (thousands of dollars),5446229,5200812,5397173,5854756,6097013,6109601,6335944,6560725,6829668,7053507,7487603
"Ozaukee, WI",2,Population (persons) 1/,85994,86409,86376,86787,87108,87218,87580,87934,88327,88430,89147
"Ozaukee, WI",3,Per capita personal income (dollars) 2/,63333,60188,62485,67461,69994,70050,72345,74610,77323,79764,83992
"Pepin, WI",1,Personal income (thousands of dollars),264900,260359,270151,291553,302999,295850,316394,322357,323444,338634,349590
"Pepin, WI",2,Population (persons) 1/,7545,7480,7472,7399,7373,7347,7297,7234,7243,7246,7289
"Pepin, WI",3,Per capita personal income (dollars) 2/,35109,34807,36155,39404,41096,40268,43359,44561,44656,46734,47961
"Pierce, WI",1,Personal income (thousands of dollars),1428240,1372471,1429362,1531354,1594862,1608603,1711426,1789674,1805088,1858718,1954803
"Pierce, WI",2,Population (persons) 1/,40758,40613,41080,40883,40712,40804,41028,41038,41409,41983,42555
"Pierce, WI",3,Per capita personal income (dollars) 2/,35042,33794,34795,37457,39174,39423,41714,43610,43592,44273,45936
"Polk, WI",1,Personal income (thousands of dollars),1471487,1455374,1497679,1595444,1682335,1685639,1774443,1849533,1877928,1951203,2027918
"Polk, WI",2,Population (persons) 1/,44331,44376,44159,43950,43519,43313,43331,43213,43216,43387,43598
"Polk, WI",3,Per capita personal income (dollars) 2/,33193,32796,33916,36301,38657,38918,40951,42800,43454,44972,46514
"Portage, WI",1,Personal income (thousands of dollars),2366565,2161842,2412255,2541842,2616121,2669616,2812611,2915391,2969430,3108181,3255229
"Portage, WI",2,Population (persons) 1/,69641,69876,70025,70078,70414,70513,70521,70497,70425,70608,70942
"Portage, WI",3,Per capita personal income (dollars) 2/,33982,30938,34448,36272,37153,37860,39883,41355,42164,44020,45886
"Price, WI",1,Personal income (thousands of dollars),493387,483895,505605,519862,549341,534115,564163,578682,578003,592330,607158
"Price, WI",2,Population (persons) 1/,14411,14297,14097,13983,13844,13739,13656,13577,13414,13406,13397
"Price, WI",3,Per capita personal income (dollars) 2/,34237,33846,35866,37178,39681,38876,41312,42622,43090,44184,45320
"Racine, WI",1,Personal income (thousands of dollars),7690653,7340929,7430040,7787961,8135331,7953221,8299043,8714768,8800886,9291789,9779840
"Racine, WI",2,Population (persons) 1/,194730,195130,195405,194892,194608,194703,194833,194710,194913,195949,196584
"Racine, WI",3,Per capita personal income (dollars) 2/,39494,37621,38024,39960,41804,40848,42596,44758,45153,47419,49749
"Richland, WI",1,Personal income (thousands of dollars),530251,535942,565502,601373,627058,647996,680782,695415,710593,724709,751263
"Richland, WI",2,Population (persons) 1/,18205,18112,18016,18000,17806,17817,17745,17559,17528,17488,17377
"Richland, WI",3,Per capita personal income (dollars) 2/,29127,29590,31389,33410,35216,36370,38365,39604,40540,41440,43233
"Rock, WI",1,Personal income (thousands of dollars),5403333,5284118,5419969,5718840,5998210,6184218,6244648,6457894,6612045,6848101,7210874
"Rock, WI",2,Population (persons) 1/,160647,160411,160272,159864,160065,160355,160950,161052,161394,162320,163129
"Rock, WI",3,Per capita personal income (dollars) 2/,33635,32941,33817,35773,37474,38566,38799,40098,40968,42189,44204
"Rusk, WI",1,Personal income (thousands of dollars),409612,421181,446545,467101,496484,515818,556060,577594,575791,604698,625277
"Rusk, WI",2,Population (persons) 1/,14884,14841,14730,14613,14304,14368,14350,14127,14111,14179,14147
"Rusk, WI",3,Per capita personal income (dollars) 2/,27520,28380,30315,31965,34709,35900,38750,40886,40804,42647,44199
"St. Croix, WI",1,Personal income (thousands of dollars),3341504,3191331,3320314,3580171,3730999,3824001,4095472,4304470,4498419,4716124,4981843
"St. Croix, WI",2,Population (persons) 1/,83192,84055,84406,84768,85037,85649,86544,87139,87603,88607,89694
"St. Croix, WI",3,Per capita personal income (dollars) 2/,40166,37967,39337,42235,43875,44647,47322,49398,51350,53225,55543
"Sauk, WI",1,Personal income (thousands of dollars),2161918,2129197,2247949,2368904,2500739,2560509,2697716,2797857,2834942,2966666,3107378
"Sauk, WI",2,Population (persons) 1/,61231,61562,62061,62241,62385,62797,62975,63264,63572,63918,64249
"Sauk, WI",3,Per capita personal income (dollars) 2/,35308,34586,36222,38060,40086,40774,42838,44225,44594,46414,48365
"Sawyer, WI",1,Personal income (thousands of dollars),546542,566348,591988,614208,649821,651932,662432,680090,691648,716227,757085
"Sawyer, WI",2,Population (persons) 1/,16650,16559,16556,16545,16520,16477,16361,16290,16321,16391,16489
"Sawyer, WI",3,Per capita personal income (dollars) 2/,32825,34202,35757,37123,39335,39566,40488,41749,42378,43696,45915
