County Name/State Abbreviation,Year,Force,Employed,Unemployed,(%)
"Karnes County, TX",2019,"7,187     ","7,008     ",179     ,2.5     
"Kaufman County, TX",2019,"64,597     ","62,485     ","2,112     ",3.3     
"Kendall County, TX",2019,"22,132     ","21,533     ",599     ,2.7     
"Kenedy County, TX",2019,223     ,215     ,8     ,3.6     
"Kent County, TX",2019,478     ,467     ,11     ,2.3     
"Kerr County, TX",2019,"22,251     ","21,593     ",658     ,3.0     
"Kimble County, TX",2019,"1,862     ","1,805     ",57     ,3.1     
"King County, TX",2019,233     ,228     ,5     ,2.1     
"Kinney County, TX",2019,"1,377     ","1,327     ",50     ,3.6     
"Kleberg County, TX",2019,"13,496     ","12,908     ",588     ,4.4     
"Knox County, TX",2019,"1,444     ","1,397     ",47     ,3.3     
"Lamar County, TX",2019,"24,052     ","23,241     ",811     ,3.4     
"Lamb County, TX",2019,"5,311     ","5,108     ",203     ,3.8     
"Lampasas County, TX",2019,"9,212     ","8,910     ",302     ,3.3     
"La Salle County, TX",2019,"4,401     ","4,295     ",106     ,2.4     
"Lavaca County, TX",2019,"8,590     ","8,333     ",257     ,3.0     
"Lee County, TX",2019,"10,120     ","9,852     ",268     ,2.6     
"Leon County, TX",2019,"6,325     ","6,049     ",276     ,4.4     
"Liberty County, TX",2019,"33,101     ","31,432     ","1,669     ",5.0     
"Limestone County, TX",2019,"8,593     ","8,260     ",333     ,3.9     
"Lipscomb County, TX",2019,"1,650     ","1,607     ",43     ,2.6     
